city,year,month,season,tavg_mean,tmax_mean,tmin_mean,dtr_mean,prcp_total,rainy_days
Bangalore,2001,4,Pre-Monsoon,26.336666666666666,32.20666666666667,21.726086956521737,10.830434782608695,213.6,5
Bangalore,2001,5,Pre-Monsoon,26.574193548387097,33.175862068965515,21.617391304347827,11.547619047619047,15.0,1
Bangalore,2001,6,Monsoon,24.28666666666667,29.613793103448273,20.61111111111111,9.01923076923077,10.899999999999999,3
Bangalore,2001,7,Monsoon,23.351612903225806,28.738709677419354,20.15,8.857692307692307,50.900000000000006,3
Bangalore,2001,8,Monsoon,22.5258064516129,27.64074074074074,19.673076923076923,7.877272727272728,82.9,12
Bangalore,2001,9,Monsoon,23.71333333333333,29.224,20.008695652173913,9.34,244.4,13
Bangalore,2001,10,Post-Monsoon,22.838709677419356,27.433333333333334,19.638461538461538,7.635999999999999,144.5,12
Bangalore,2001,11,Post-Monsoon,22.246666666666666,27.444827586206895,18.226923076923075,9.232000000000001,27.2,3
Bangalore,2001,12,Winter,20.59032258064516,26.396153846153844,15.781481481481482,10.512500000000001,0.0,0
Bangalore,2002,1,Winter,21.683870967741935,28.455172413793104,16.613793103448277,11.785185185185185,0.0,0
Bangalore,2002,2,Winter,22.942857142857143,29.928571428571427,17.04074074074074,12.903703703703705,0.0,0
Bangalore,2002,3,Pre-Monsoon,26.516129032258064,33.690322580645166,19.892307692307693,13.761538461538462,0.0,0
Bangalore,2002,4,Pre-Monsoon,28.103333333333335,34.76896551724138,22.48846153846154,12.184000000000001,8.9,1
Bangalore,2002,5,Pre-Monsoon,26.67096774193548,33.14333333333333,22.02,11.120833333333332,113.60000000000001,5
Bangalore,2002,6,Monsoon,24.573333333333334,29.77777777777778,20.923076923076923,8.829166666666666,174.0,7
Bangalore,2002,7,Monsoon,23.89032258064516,29.35483870967742,20.02962962962963,9.4,30.1,6
Bangalore,2002,8,Monsoon,23.53666666666667,28.582142857142856,20.01923076923077,8.612,41.1,6
Bangalore,2002,9,Monsoon,24.283333333333335,30.413793103448278,20.232,10.168,47.099999999999994,3
Bangalore,2002,10,Post-Monsoon,23.46333333333333,28.51111111111111,20.154545454545453,8.015,131.9,7
Bangalore,2002,11,Post-Monsoon,22.006666666666668,28.182142857142857,17.571428571428573,11.242105263157894,25.9,1
Bangalore,2002,12,Winter,20.94193548387097,28.561290322580643,14.889285714285714,13.725,0.0,0
Bangalore,2003,1,Winter,21.526666666666664,29.04642857142857,16.01851851851852,13.053846153846154,0.0,0
Bangalore,2003,2,Winter,24.65357142857143,31.71851851851852,18.934615384615384,12.896153846153847,2.0,1
Bangalore,2003,3,Pre-Monsoon,26.65806451612903,33.73548387096774,20.290000000000003,13.503333333333334,3.4,1
Bangalore,2003,4,Pre-Monsoon,27.376666666666665,34.096666666666664,22.192592592592593,11.81851851851852,29.200000000000003,3
Bangalore,2003,5,Pre-Monsoon,28.229032258064517,35.28,22.69259259259259,12.55,0.5,0
Bangalore,2003,6,Monsoon,25.28965517241379,31.465384615384615,20.945454545454545,10.131578947368421,82.0,6
Bangalore,2003,7,Monsoon,23.751612903225805,29.163333333333334,20.46923076923077,8.652000000000001,86.7,6
Bangalore,2003,8,Monsoon,23.335483870967742,28.76666666666667,20.170833333333334,8.754545454545454,113.1,11
Bangalore,2003,9,Monsoon,23.736666666666668,29.156,19.75185185185185,9.327272727272726,76.4,8
Bangalore,2003,10,Post-Monsoon,23.225806451612904,28.79310344827586,19.766666666666666,9.240909090909092,204.5,8
Bangalore,2003,11,Post-Monsoon,22.066666666666666,27.762962962962963,17.840740740740742,9.988,27.4,1
Bangalore,2003,12,Winter,20.883870967741935,27.791999999999998,16.039285714285715,11.547826086956523,3.0,1
Bangalore,2004,1,Winter,21.529032258064515,28.975862068965515,16.292307692307695,12.9625,4.1,1
Bangalore,2004,2,Winter,23.413793103448278,31.314285714285713,16.58076923076923,14.856,2.0,1
Bangalore,2004,3,Pre-Monsoon,26.68064516129032,34.266666666666666,19.986666666666668,14.327586206896552,1.3,0
Bangalore,2004,4,Pre-Monsoon,27.48,34.12758620689655,22.417391304347827,12.181818181818182,45.9,5
Bangalore,2004,5,Pre-Monsoon,24.12258064516129,29.73225806451613,20.704545454545453,9.022727272727273,140.4,7
Bangalore,2004,6,Monsoon,23.633333333333333,29.026666666666664,19.967857142857145,9.132142857142856,70.3,9
Bangalore,2004,7,Monsoon,22.864516129032257,28.283333333333335,19.745833333333334,8.81304347826087,283.5,14
Bangalore,2004,8,Monsoon,22.94193548387097,28.164516129032258,19.65666666666667,8.49,58.0,9
Bangalore,2004,9,Monsoon,23.06,27.879310344827587,19.8,8.325000000000001,248.7,10
Bangalore,2004,10,Post-Monsoon,22.741935483870968,27.76774193548387,19.31153846153846,8.588461538461539,152.6,10
Bangalore,2004,11,Post-Monsoon,21.490000000000002,26.917241379310347,17.247826086956522,9.768181818181818,19.4,3
Bangalore,2004,12,Winter,20.858064516129033,28.112903225806452,15.278571428571428,12.9,0.0,0
Bangalore,2005,1,Winter,22.04516129032258,29.089655172413792,16.589655172413792,12.670370370370371,0.0,0
Bangalore,2005,2,Winter,24.217857142857145,31.91111111111111,17.842307692307692,14.1,7.9,1
Bangalore,2005,3,Pre-Monsoon,26.503225806451614,33.67333333333333,20.66551724137931,13.010714285714286,10.9,1
Bangalore,2005,4,Pre-Monsoon,26.313333333333333,32.72666666666667,21.645454545454545,11.381818181818183,81.60000000000001,5
Bangalore,2005,5,Pre-Monsoon,26.72258064516129,33.85862068965517,21.849999999999998,12.117391304347825,158.7,11
Bangalore,2005,6,Monsoon,24.553333333333335,30.19333333333333,20.73076923076923,9.396153846153847,103.6,6
Bangalore,2005,7,Monsoon,23.216129032258067,28.53666666666667,20.024,8.529166666666667,103.3,11
Bangalore,2005,8,Monsoon,23.18064516129032,28.240000000000002,19.846153846153847,8.3,200.8,9
Bangalore,2005,9,Monsoon,23.290000000000003,28.25,19.81153846153846,8.407692307692308,181.0,11
Bangalore,2005,10,Post-Monsoon,22.58709677419355,27.483333333333334,19.58,7.916666666666667,604.5,18
Bangalore,2005,11,Post-Monsoon,20.84333333333333,26.2,17.1,9.116,60.4,7
Bangalore,2005,12,Winter,20.83225806451613,26.70344827586207,16.41111111111111,10.22,9.1,2
Bangalore,2006,1,Winter,21.57741935483871,28.59642857142857,15.846428571428572,12.975999999999999,0.5,0
Bangalore,2006,2,Winter,22.646428571428572,30.755555555555556,15.511111111111111,15.21923076923077,0.0,0
Bangalore,2006,3,Pre-Monsoon,25.403225806451612,32.19,19.893103448275863,12.285714285714286,89.1,5
Bangalore,2006,4,Pre-Monsoon,27.4,33.916666666666664,22.325,11.792857142857143,35.9,1
Bangalore,2006,5,Pre-Monsoon,25.661290322580644,32.1258064516129,21.276,10.927999999999999,126.5,7
Bangalore,2006,6,Monsoon,24.16,29.64,20.38076923076923,9.361538461538462,153.8,11
Bangalore,2006,7,Monsoon,23.374193548387098,28.616129032258065,20.003846153846155,8.757692307692308,0.8,0
Bangalore,2006,8,Monsoon,23.629032258064516,28.89,20.063333333333333,8.826666666666666,18.3,2
Bangalore,2006,9,Monsoon,24.176666666666666,29.956666666666667,20.416,9.632,55.5,8
Bangalore,2006,10,Post-Monsoon,23.761290322580646,29.37741935483871,19.99285714285714,9.689285714285715,62.0,7
Bangalore,2006,11,Post-Monsoon,22.453333333333333,27.663333333333334,18.907692307692308,8.726923076923075,44.5,6
Bangalore,2006,12,Winter,20.62258064516129,27.162068965517243,15.9,11.248148148148148,0.3,0
Bangalore,2007,1,Winter,21.664516129032258,29.07,15.773333333333333,13.27241379310345,0.0,0
Bangalore,2007,2,Winter,23.510714285714283,30.926923076923078,17.107142857142858,13.823076923076922,0.0,0
Bangalore,2007,3,Pre-Monsoon,26.91290322580645,33.95,20.67241379310345,13.321428571428571,0.0,0
Bangalore,2007,4,Pre-Monsoon,27.38,34.11071428571429,21.95,12.245454545454544,135.9,6
Bangalore,2007,5,Pre-Monsoon,26.726666666666667,33.306666666666665,21.684,11.687999999999999,168.1,9
Bangalore,2007,6,Monsoon,24.553333333333335,29.26153846153846,20.76,8.376190476190477,46.8,6
Bangalore,2007,7,Monsoon,23.551612903225806,28.73448275862069,20.355999999999998,8.38695652173913,485.8,11
Bangalore,2007,8,Monsoon,23.03666666666667,27.87,20.0,7.84074074074074,226.7,10
Bangalore,2007,9,Monsoon,23.203333333333333,28.055172413793105,19.891666666666666,8.421739130434784,172.8,10
Bangalore,2007,10,Post-Monsoon,23.32,28.446666666666665,19.62962962962963,9.037037037037036,151.4,12
Bangalore,2007,11,Post-Monsoon,21.866666666666667,27.85666666666667,17.254545454545454,10.554545454545455,35.400000000000006,3
Bangalore,2007,12,Winter,20.612903225806452,26.4,16.460714285714285,10.174074074074074,42.6,3
Bangalore,2008,1,Winter,21.674193548387095,29.36785714285714,16.00344827586207,13.649999999999999,0.0,0
Bangalore,2008,2,Winter,23.724137931034484,30.13703703703704,18.729629629629628,11.224,20.1,2
Bangalore,2008,3,Pre-Monsoon,23.9741935483871,30.274193548387096,18.620833333333334,11.7125,46.5,6
Bangalore,2008,4,Pre-Monsoon,26.759999999999998,33.21666666666667,21.537037037037038,12.092592592592593,12.2,3
Bangalore,2008,5,Pre-Monsoon,26.403225806451612,33.93666666666667,21.52592592592593,12.434615384615386,84.3,9
Bangalore,2008,6,Monsoon,24.163333333333334,29.348275862068967,20.319230769230767,9.064,114.0,3
Bangalore,2008,7,Monsoon,23.458064516129035,28.65,20.065384615384616,8.8,284.0,14
Bangalore,2008,8,Monsoon,22.919354838709676,27.61935483870968,20.096153846153847,7.5307692307692315,308.1,15
Bangalore,2008,9,Monsoon,23.56,28.62,19.715999999999998,9.252,140.1,7
Bangalore,2008,10,Post-Monsoon,22.72258064516129,28.086666666666666,19.12222222222222,8.923076923076923,132.5,8
Bangalore,2008,11,Post-Monsoon,22.003333333333334,27.65357142857143,17.677777777777777,10.06,41.4,4
Bangalore,2008,12,Winter,21.19677419354839,27.386666666666667,16.344827586206897,11.232142857142858,1.0,0
Bangalore,2009,1,Winter,21.038709677419355,28.186206896551724,15.296774193548387,12.879310344827585,0.0,0
Bangalore,2009,2,Winter,24.332142857142856,31.907142857142855,17.710714285714285,14.196428571428571,0.0,0
Bangalore,2009,3,Pre-Monsoon,26.138709677419353,33.11612903225806,20.351612903225806,12.764516129032259,2.0,1
Bangalore,2009,4,Pre-Monsoon,27.6,34.57241379310345,21.97037037037037,12.5,49.0,4
Bangalore,2009,5,Pre-Monsoon,26.135483870967743,32.66,21.203571428571426,11.417857142857143,150.6,9
Bangalore,2009,6,Monsoon,24.310344827586206,29.74642857142857,20.328,9.5375,195.4,4
Bangalore,2009,7,Monsoon,23.11935483870968,27.858064516129033,20.161290322580644,7.696774193548387,16.0,3
Bangalore,2009,8,Monsoon,23.700000000000003,28.509677419354837,20.322580645161292,8.187096774193549,126.0,6
Bangalore,2009,9,Monsoon,23.18,28.017241379310345,19.99655172413793,7.960714285714286,347.2,18
Bangalore,2009,10,Post-Monsoon,23.822580645161292,28.95483870967742,19.36774193548387,9.587096774193547,23.6,4
Bangalore,2009,11,Post-Monsoon,22.69,27.31,19.13,8.18,41.9,7
Bangalore,2009,12,Winter,21.625806451612902,27.038709677419355,17.65,9.343333333333334,1.3,0
Bangalore,2010,1,Winter,21.741935483870968,28.151612903225807,17.02,11.16,0.3,0
Bangalore,2010,2,Winter,24.592857142857145,31.892857142857142,18.257692307692306,13.48076923076923,0.0,0
Bangalore,2010,3,Pre-Monsoon,27.225806451612904,34.17333333333333,21.227586206896554,12.932142857142859,6.1,1
Bangalore,2010,4,Pre-Monsoon,27.65,34.68666666666666,22.477272727272727,12.381818181818183,88.2,4
Bangalore,2010,5,Pre-Monsoon,26.816129032258065,32.95483870967742,22.27037037037037,10.87037037037037,109.6,12
Bangalore,2010,6,Monsoon,24.616666666666667,29.83,21.104166666666668,8.575000000000001,96.6,7
Bangalore,2010,7,Monsoon,23.12258064516129,27.563333333333333,20.2,7.346153846153846,91.7,9
Bangalore,2010,8,Monsoon,23.283870967741933,27.358064516129033,20.418518518518518,7.003703703703703,90.4,9
Bangalore,2010,9,Monsoon,23.573333333333334,27.93103448275862,20.264285714285712,7.592592592592593,73.6,9
Bangalore,2010,10,Post-Monsoon,23.351612903225806,28.39,20.255555555555556,8.23846153846154,139.2,8
Bangalore,2010,11,Post-Monsoon,22.08,26.426666666666666,19.276923076923076,6.976923076923077,138.9,5
Bangalore,2010,12,Winter,20.91290322580645,27.06451612903226,16.848148148148148,10.396296296296295,0.8,0
Bangalore,2011,1,Winter,21.616129032258065,29.35483870967742,15.47,13.9,0.0,0
Bangalore,2011,2,Winter,22.925,30.517857142857142,16.54285714285714,13.975,23.1,1
Bangalore,2011,3,Pre-Monsoon,25.961290322580645,33.42258064516129,19.212903225806453,14.20967741935484,0.0,0
Bangalore,2011,4,Pre-Monsoon,26.246666666666666,33.440000000000005,21.373076923076926,11.984615384615385,185.70000000000002,3
Bangalore,2011,5,Pre-Monsoon,25.82903225806452,32.81935483870968,21.336666666666666,11.496666666666666,118.4,6
Bangalore,2011,6,Monsoon,23.793333333333333,29.513793103448275,20.392592592592592,9.11923076923077,19.099999999999998,3
Bangalore,2011,7,Monsoon,23.032258064516128,28.583870967741937,20.044444444444448,8.437037037037037,79.9,11
